7718333,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5bd,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718340,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5c4,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718347,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5cb,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718354,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5d2,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718361,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5d9,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,1 м²,0.69 м³,0,0,0,0
7718368,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5e0,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718375,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5e7,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718382,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5ee,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,13 м²,11.48 м³,0,0,0,0
7718389,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5f5,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,14 м²,12.86 м³,0,0,0,0
7718396,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c5fc,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,13 м²,12.00 м³,0,0,0,0
7718403,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c603,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718410,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c60a,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718417,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c611,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718424,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c618,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718431,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c61f,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718438,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c626,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718445,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c62d,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718452,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c634,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718459,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c63b,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718466,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c642,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,0.97 м³,0,0,0,0
7718473,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c649,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718480,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c650,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718487,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c657,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718494,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c65e,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718501,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c665,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718508,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c66c,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718515,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c673,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,14 м²,12.86 м³,0,0,0,0
7718522,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c67a,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,14 м²,12.86 м³,0,0,0,0
7718529,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c681,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,13 м²,11.48 м³,0,0,0,0
7718536,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c688,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718543,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c68f,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,1.35 м³,0,0,0,0
7718550,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c696,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,1.35 м³,0,0,0,0
7718557,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c69d,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,1.35 м³,0,0,0,0
7718564,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6a4,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718571,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6ab,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718578,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6b2,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718585,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6b9,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718592,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6c0,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718599,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6c7,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718606,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6ce,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718613,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6d5,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718620,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6dc,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718627,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6e3,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.63 м³,0,0,0,0
7718634,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6ea,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,15 м²,13.34 м³,0,0,0,0
7718641,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6f1,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,15 м²,13.34 м³,0,0,0,0
7718648,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6f8,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718655,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c6ff,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,6 м²,5.18 м³,0,0,0,0
7718662,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c706,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,2 м²,1.35 м³,0,0,0,0
7718669,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c70d,2.4.2.4.1,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 1200мм,Монолитное перекрытие (ростверк) - 1200мм,0,10 м²,12.22 м³,0,0,0,0
7718681,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c719,2.4.2.4.1,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 1200мм,Монолитное перекрытие (ростверк) - 1200мм,0,10 м²,11.77 м³,0,0,0,0
7718693,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c725,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 300мм,Монолитное перекрытие (ростверк) - 300мм,0,18 м²,5.51 м³,0,0,0,0
7718700,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c72c,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 300мм,Монолитное перекрытие (ростверк) - 300мм,0,18 м²,5.51 м³,0,0,0,0
7718707,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c733,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,4 м²,3.32 м³,0,0,0,0
7718716,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c73c,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718723,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c743,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.65 м³,0,0,0,0
7718730,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c74a,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718737,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c751,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718744,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c758,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718751,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c75f,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718758,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c766,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718765,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c76d,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718772,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c774,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 900мм,Монолитное перекрытие (ростверк) - 900мм,0,3 м²,2.25 м³,0,0,0,0
7718779,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c77b,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,17 м²,10.12 м³,0,0,0,0
7718790,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c786,2.4.2.3.1.2,(-1) План свайного поля,2,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,16 м²,9.82 м³,0,0,0,0
7718800,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c790,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 800мм,Монолитное перекрытие (ростверк) - 800мм,0,16 м²,9.58 м³,0,0,0,0
7718819,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c7a3,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 300мм,Монолитное перекрытие (ростверк) - 300мм,0,51 м²,15.32 м³,0,0,0,0
7718834,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c7b2,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,10 м²,6.13 м³,0,0,0,0
7718840,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c7b8,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 600мм,Монолитное перекрытие (ростверк) - 600мм,0,7 м²,4.16 м³,0,0,0,0
7719329,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075c9a1,2.4.3.1_01_00,(1) План первого этажа,1,Перекрытия,Монолитное перекрытие - 300мм,Монолитное перекрытие - 300мм,0,134 м²,40.03 м³,0,0,0,0
7719637,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cad5,2.4.3.1_01_01,(2) План второго этажа,1,Перекрытия,Монолитное перекрытие - 220мм,Монолитное перекрытие - 220мм,0,697 м²,153.37 м³,0,0,0,0
7719744,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cb40,2.4.3.1_01_02,(3) План третьего этажа,1,Перекрытия,Монолитное перекрытие - 220мм,Монолитное перекрытие - 220мм,0,806 м²,177.40 м³,0,0,0,0
7719758,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cb4e,2.4.3.1_01_01,(3) План третьего этажа,1,Перекрытия,балка 400х880,балка 400х880,0,2 м²,1.36 м³,0,0,0,0
7720850,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cf92,2.4.2.3.1.2,(-1) План свайного поля,1,Перекрытия,Монолитное перекрытие (ростверк) - 1400мм,Монолитное перекрытие (ростверк) - 1400мм,0,25 м²,35.00 м³,0,0,0,0
7720865,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfa1,2.4.2.3.1.1,(-1) План свайного поля,2,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,1 м²,0.15 м³,0,0,0,0
7720876,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfac,2.4.2.3.1.1,(-1) План свайного поля,2,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720887,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfb7,2.4.2.3.1.1,(-1) План свайного поля,2,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720898,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfc2,2.4.2.3.1.1,(-1) План свайного поля,2,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720909,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfcd,2.4.2.3.1.1,(-1) План свайного поля,2,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720920,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfd8,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720931,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfe3,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720942,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cfee,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720953,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075cff9,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7720964,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d004,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,1 м²,0.15 м³,0,0,0,0
7721014,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d036,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721025,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d041,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721036,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d04c,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721047,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d057,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721054,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d05e,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721065,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d069,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721076,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d074,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,2 м²,0.20 м³,0,0,0,0
7721087,717fcd81-1ce0-4a2c-be4f-fc20f83315b0-0075d07f,2.4.2.3.1.1,(-1) План свайного поля,1,Перекрытия,Бетонная подготовка (ростверк) - 100мм,Бетонная подготовка (ростверк) - 100мм,0,12 м²,1.18 м³,0,0,0,0
